ticker,reason,count,timestamp
AAPL,LOW_VOLATILITY,1,2025-08-15 12:29:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:30:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:31:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:32:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:34:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:35:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:36:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:37:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:38:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:39:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:40:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:41:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:44:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:45:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:46:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:47:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:48:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:49:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:50:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:51:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:52:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:53:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:54:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:55:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:57:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:58:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 12:59:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:00:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:01:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:02:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:03:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:04:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:07:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:08:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:09:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:10:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:11:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:12:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:13:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:14:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:15:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:16:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:17:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:18:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:19:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:20:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:21:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:23:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:24:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:25:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:26:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:27:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:28:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:29:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:30:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:31:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:32:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:33:00+00:00
AAPL,LOW_VOLATILITY,1,2025-08-15 13:34:00+00:00
