timestamp,open,high,low,close,volume
2026-01-05 09:30:00,100.0,100.0113,99.9339,99.948,1015.2
2026-01-05 09:31:00,99.948,99.9499,99.8781,99.8829,902.4
2026-01-05 09:32:00,99.8829,99.8961,99.8286,99.8402,999.2
2026-01-05 09:33:00,99.8402,99.9036,99.8274,99.8966,1003.3
2026-01-05 09:34:00,99.8966,99.9098,99.8479,99.8487,1018.4
2026-01-05 09:35:00,99.8487,99.867,99.8123,99.8146,990.8
2026-01-05 09:36:00,99.8146,99.8226,99.7915,99.797,978.6
2026-01-05 09:37:00,99.797,99.8507,99.7909,99.8185,1020.6
2026-01-05 09:38:00,99.8185,99.8278,99.7609,99.7779,974.4
2026-01-05 09:39:00,99.7779,99.7902,99.7261,99.7358,994.3
2026-01-05 09:40:00,99.7358,99.773,99.7324,99.763,1037.2
2026-01-05 09:41:00,99.763,99.787,99.7597,99.7739,1005.8
2026-01-05 09:42:00,99.7739,99.7817,99.7645,99.7773,1033.9
2026-01-05 09:43:00,99.7773,99.7844,99.7518,99.7613,927.1
2026-01-05 09:44:00,99.7613,99.8491,99.7468,99.8361,986.2
2026-01-05 09:45:00,99.8361,99.8385,99.8105,99.8193,915.9
2026-01-05 09:46:00,99.8193,99.8642,99.8124,99.859,1035.6
2026-01-05 09:47:00,99.859,99.8781,99.8324,99.8494,1042.9
2026-01-05 09:48:00,99.8494,99.8764,99.8391,99.8743,954.0
2026-01-05 09:49:00,99.8743,99.8916,99.8697,99.8822,978.6
2026-01-05 09:50:00,99.8822,99.8877,99.8434,99.8491,1022.8
2026-01-05 09:51:00,99.8491,99.8805,99.8489,99.8735,940.2
2026-01-05 09:52:00,99.8735,99.9058,99.872,99.8958,1024.0
2026-01-05 09:53:00,99.8958,99.9211,99.8701,99.8918,978.8
2026-01-05 09:54:00,99.8918,99.8978,99.8284,99.842,933.9
2026-01-05 09:55:00,99.842,99.9123,99.8309,99.9069,981.1
2026-01-05 09:56:00,99.9069,99.9212,99.8916,99.8966,953.3
2026-01-05 09:57:00,99.8966,99.9032,99.8067,99.8103,1042.0
2026-01-05 09:58:00,99.8103,99.8114,99.73,99.738,970.3
2026-01-05 09:59:00,99.738,99.7631,99.7344,99.7391,1011.6
2026-01-05 10:00:00,99.7391,99.7513,99.7187,99.748,948.8
2026-01-05 10:01:00,99.748,99.7878,99.7302,99.7659,1041.8
2026-01-05 10:02:00,99.7659,99.7717,99.6989,99.7195,968.0
2026-01-05 10:03:00,99.7195,99.7416,99.6932,99.7084,1031.8
2026-01-05 10:04:00,99.7084,99.7803,99.6647,99.7503,1015.7
2026-01-05 10:05:00,99.7503,99.7823,99.6969,99.7009,1020.7
2026-01-05 10:06:00,99.7009,99.71,99.678,99.6801,959.4
2026-01-05 10:07:00,99.6801,99.6903,99.6646,99.688,1053.3
2026-01-05 10:08:00,99.688,99.6888,99.6371,99.6636,916.3
2026-01-05 10:09:00,99.6636,99.7203,99.6459,99.7128,1006.5
2026-01-05 10:10:00,99.7128,99.7447,99.6642,99.6765,951.7
2026-01-05 10:11:00,99.6765,99.6905,99.6256,99.6314,1041.9
2026-01-05 10:12:00,99.6314,99.6412,99.6226,99.6293,992.2
2026-01-05 10:13:00,99.6293,99.6485,99.5655,99.568,977.3
2026-01-05 10:14:00,99.568,99.5778,99.5638,99.576,1079.0
2026-01-05 10:15:00,99.576,99.5932,99.5595,99.587,1065.3
2026-01-05 10:16:00,99.587,99.6666,99.5686,99.6638,1021.4
2026-01-05 10:17:00,99.6638,99.7722,99.6611,99.7464,931.6
2026-01-05 10:18:00,99.7464,99.836,99.7329,99.8194,980.8
2026-01-05 10:19:00,99.8194,99.8195,99.7972,99.7997,1032.2
2026-01-05 10:20:00,99.7997,99.8714,99.79,99.8701,1016.9
2026-01-05 10:21:00,99.8701,99.8827,99.8493,99.8676,897.5
2026-01-05 10:22:00,99.8676,99.8814,99.831,99.8509,956.1
2026-01-05 10:23:00,99.8509,99.8558,99.8117,99.8267,1001.5
2026-01-05 10:24:00,99.8267,99.8959,99.8163,99.8936,1026.9
2026-01-05 10:25:00,99.8936,99.9084,99.8773,99.9057,988.8
2026-01-05 10:26:00,99.9057,99.9549,99.8776,99.9171,1004.5
2026-01-05 10:27:00,99.9171,99.9391,99.8939,99.9028,957.3
2026-01-05 10:28:00,99.9028,99.974,99.8929,99.963,1015.8
2026-01-05 10:29:00,99.963,99.979,99.947,99.9549,892.6
2026-01-05 10:30:00,99.9549,99.9813,99.9282,99.9502,956.2
2026-01-05 10:31:00,99.9502,99.9667,99.8583,99.8858,1106.5
2026-01-05 10:32:00,99.8858,99.8914,99.8221,99.8272,1145.3
2026-01-05 10:33:00,99.8272,99.8309,99.7662,99.7779,1086.4
2026-01-05 10:34:00,99.7779,99.7799,99.7385,99.7591,1021.7
2026-01-05 10:35:00,99.7591,99.7626,99.7374,99.7458,988.1
2026-01-05 10:36:00,99.7458,99.7987,99.7405,99.7964,1023.6
2026-01-05 10:37:00,99.7964,99.8072,99.7917,99.7964,1002.7
2026-01-05 10:38:00,99.7964,99.9247,99.7906,99.9011,995.1
2026-01-05 10:39:00,99.9011,99.9189,99.8415,99.8455,961.8
2026-01-05 10:40:00,99.8455,99.8594,99.7514,99.7582,1024.0
2026-01-05 10:41:00,99.7582,99.7622,99.7339,99.7347,944.5
2026-01-05 10:42:00,99.7347,99.7384,99.7272,99.7295,985.4
2026-01-05 10:43:00,99.7295,99.733,99.5985,99.6011,1073.6
2026-01-05 10:44:00,99.6011,99.6275,99.5776,99.5825,1014.8
2026-01-05 10:45:00,99.5825,99.5955,99.5009,99.5059,1086.4
2026-01-05 10:46:00,99.5059,99.5109,99.4337,99.4532,996.9
2026-01-05 10:47:00,99.4532,99.5575,99.4466,99.5398,1029.1
2026-01-05 10:48:00,99.5398,99.5742,99.5354,99.5618,1087.2
2026-01-05 10:49:00,99.5618,99.5766,99.5092,99.5269,1003.3
2026-01-05 10:50:00,99.5269,99.5445,99.5061,99.5174,1039.1
2026-01-05 10:51:00,99.5174,99.5775,99.5164,99.5539,1091.0
