ticker,reason,count,timestamp
GOOGL,LOW_CONFLUENCE,1,2025-08-15 18:04:00+00:00
AMD,OPENING_BLACKOUT,1,2025-08-18 13:41:00+00:00
TSLA,LOW_CONFLUENCE,1,2025-08-18 14:13:00+00:00
AMD,OPENING_BLACKOUT,1,2025-08-19 13:44:00+00:00
AMD,OPENING_BLACKOUT,1,2025-08-20 13:36:00+00:00
TSLA,OPENING_BLACKOUT,1,2025-08-20 13:40:00+00:00
STX,OPENING_BLACKOUT,1,2025-08-20 13:41:00+00:00
STX,LOW_CONFLUENCE,1,2025-08-20 13:47:00+00:00
NVDA,LOW_CONFLUENCE,1,2025-08-20 14:00:00+00:00
TSLA,LOW_CONFLUENCE,1,2025-08-20 14:00:00+00:00
AMD,LOW_CONFLUENCE,1,2025-08-20 14:08:00+00:00
NVDA,LOW_CONFLUENCE,1,2025-08-20 14:08:00+00:00
TSLA,LOW_CONFLUENCE,1,2025-08-20 14:08:00+00:00
NVDA,LOW_CONFLUENCE,1,2025-08-20 14:13:00+00:00
TSLA,LOW_CONFLUENCE,1,2025-08-20 14:16:00+00:00
TSLA,LOW_CONFLUENCE,1,2025-08-20 14:39:00+00:00
STX,OPENING_BLACKOUT,1,2025-08-21 13:30:00+00:00
AMD,OPENING_BLACKOUT,1,2025-08-21 13:31:00+00:00
STX,OPENING_BLACKOUT,1,2025-08-21 13:31:00+00:00
STX,OPENING_BLACKOUT,1,2025-08-21 13:41:00+00:00
NVDA,OPENING_BLACKOUT,1,2025-08-21 13:44:00+00:00
STX,OPENING_BLACKOUT,1,2025-08-21 13:44:00+00:00
STX,LOW_CONFLUENCE,1,2025-08-21 13:58:00+00:00
NVDA,LOW_CONFLUENCE,1,2025-08-22 08:00:00+00:00
STX,OPENING_BLACKOUT,1,2025-08-22 13:30:00+00:00
AMD,LOW_CONFLUENCE,1,2025-08-22 13:52:00+00:00
TSLA,LOW_CONFLUENCE,1,2025-08-22 14:00:00+00:00
AMD,LOW_CONFLUENCE,1,2025-08-22 14:01:00+00:00
NVDA,LOW_CONFLUENCE,1,2025-08-22 14:01:00+00:00
STX,LOW_CONFLUENCE,1,2025-08-22 14:06:00+00:00
TSLA,LOW_CONFLUENCE,1,2025-08-22 14:41:00+00:00
TSLA,OPENING_BLACKOUT,1,2025-08-25 13:37:00+00:00
TSLA,OPENING_BLACKOUT,1,2025-08-25 13:40:00+00:00
AMD,OPENING_BLACKOUT,1,2025-08-26 13:32:00+00:00
TSLA,OPENING_BLACKOUT,1,2025-08-26 13:44:00+00:00
AMD,LOW_CONFLUENCE,1,2025-08-26 13:53:00+00:00
PYPL,LOW_CONFLUENCE,1,2025-08-27 10:44:00+00:00
NVDA,US_MARKET_SESSION_CLOSED,1,2025-08-27 20:21:00+00:00
AMD,US_MARKET_SESSION_CLOSED,1,2025-08-27 20:29:00+00:00
NVDA,US_MARKET_SESSION_CLOSED,1,2025-08-27 20:29:00+00:00
NVDA,US_MARKET_SESSION_CLOSED,1,2025-08-27 20:37:00+00:00
NVDA,US_MARKET_SESSION_CLOSED,1,2025-08-27 20:38:00+00:00
NVDA,US_MARKET_SESSION_CLOSED,1,2025-08-27 21:20:00+00:00
NVDA,US_MARKET_SESSION_CLOSED,1,2025-08-27 21:43:00+00:00
NVDA,US_MARKET_SESSION_CLOSED,1,2025-08-27 21:44:00+00:00
STX,LOW_CONFLUENCE,1,2025-08-28 12:55:00+00:00
NVDA,OPENING_BLACKOUT,1,2025-08-28 13:35:00+00:00
AMD,OPENING_BLACKOUT,1,2025-08-28 13:37:00+00:00
AMD,OPENING_BLACKOUT,1,2025-08-28 13:39:00+00:00
AMD,LOW_CONFLUENCE,1,2025-08-28 13:46:00+00:00
TSLA,LOW_CONFLUENCE,1,2025-08-28 13:52:00+00:00
STX,LOW_CONFLUENCE,1,2025-08-28 13:53:00+00:00
AMD,LOW_CONFLUENCE,1,2025-08-28 14:05:00+00:00
