timestamp,symbol,open,high,low,close,volume
2025-12-23 09:30:00,TSTE,100.0,100.02,99.9694,99.9894,1000.0
2025-12-23 09:30:00,TSTL,100.0,100.02,99.9694,99.9894,1000.0
2025-12-23 09:30:00,TSTW,100.0,100.02,99.9694,99.9894,1000.0
2025-12-23 09:31:00,TSTE,99.9894,100.0094,99.9608,99.9808,1000.0
2025-12-23 09:31:00,TSTL,99.9894,100.0094,99.9608,99.9808,1000.0
2025-12-23 09:31:00,TSTW,99.9894,100.0094,99.9608,99.9808,1000.0
2025-12-23 09:32:00,TSTE,99.9808,100.0008,99.9542,99.9742,1000.0
2025-12-23 09:32:00,TSTL,99.9808,100.0008,99.9542,99.9742,1000.0
2025-12-23 09:32:00,TSTW,99.9808,100.0008,99.9542,99.9742,1000.0
2025-12-23 09:33:00,TSTE,99.9742,99.9942,99.9495,99.9695,1000.0
2025-12-23 09:33:00,TSTL,99.9742,99.9942,99.9495,99.9695,1000.0
2025-12-23 09:33:00,TSTW,99.9742,99.9942,99.9495,99.9695,1000.0
2025-12-23 09:34:00,TSTE,99.9695,99.9895,99.9469,99.9669,1000.0
2025-12-23 09:34:00,TSTL,99.9695,99.9895,99.9469,99.9669,1000.0
2025-12-23 09:34:00,TSTW,99.9695,99.9895,99.9469,99.9669,1000.0
2025-12-23 09:35:00,TSTE,99.9669,99.9869,99.9463,99.9663,1000.0
2025-12-23 09:35:00,TSTL,99.9669,99.9869,99.9463,99.9663,1000.0
2025-12-23 09:35:00,TSTW,99.9669,99.9869,99.9463,99.9663,1000.0
2025-12-23 09:36:00,TSTE,99.9663,99.9877,99.9463,99.9677,1000.0
2025-12-23 09:36:00,TSTL,99.9663,99.9877,99.9463,99.9677,1000.0
2025-12-23 09:36:00,TSTW,99.9663,99.9877,99.9463,99.9677,1000.0
2025-12-23 09:37:00,TSTE,99.9677,99.9877,99.9371,99.9571,1000.0
2025-12-23 09:37:00,TSTL,99.9677,99.9877,99.9371,99.9571,1000.0
2025-12-23 09:37:00,TSTW,99.9677,99.9877,99.9371,99.9571,1000.0
2025-12-23 09:38:00,TSTE,99.9571,99.9771,99.9285,99.9485,1000.0
2025-12-23 09:38:00,TSTL,99.9571,99.9771,99.9285,99.9485,1000.0
2025-12-23 09:38:00,TSTW,99.9571,99.9771,99.9285,99.9485,1000.0
2025-12-23 09:39:00,TSTE,99.9485,99.9685,99.9219,99.9419,1000.0
2025-12-23 09:39:00,TSTL,99.9485,99.9685,99.9219,99.9419,1000.0
2025-12-23 09:39:00,TSTW,99.9485,99.9685,99.9219,99.9419,1000.0
2025-12-23 09:40:00,TSTE,99.9419,99.9618,99.9173,99.9372,1000.0
2025-12-23 09:40:00,TSTL,99.9419,99.9618,99.9173,99.9372,1000.0
2025-12-23 09:40:00,TSTW,99.9419,99.9618,99.9173,99.9372,1000.0
2025-12-23 09:41:00,TSTE,99.9372,99.9572,99.9146,99.9346,1000.0
2025-12-23 09:41:00,TSTL,99.9372,99.9572,99.9146,99.9346,1000.0
2025-12-23 09:41:00,TSTW,99.9372,99.9572,99.9146,99.9346,1000.0
2025-12-23 09:42:00,TSTE,99.9346,99.9546,99.914,99.934,1000.0
2025-12-23 09:42:00,TSTL,99.9346,99.9546,99.914,99.934,1000.0
2025-12-23 09:42:00,TSTW,99.9346,99.9546,99.914,99.934,1000.0
2025-12-23 09:43:00,TSTE,99.934,99.9554,99.914,99.9354,1000.0
2025-12-23 09:43:00,TSTL,99.934,99.9554,99.914,99.9354,1000.0
2025-12-23 09:43:00,TSTW,99.934,99.9554,99.914,99.9354,1000.0
2025-12-23 09:44:00,TSTE,99.9354,99.9554,99.9048,99.9248,1000.0
2025-12-23 09:44:00,TSTL,99.9354,99.9554,99.9048,99.9248,1000.0
2025-12-23 09:44:00,TSTW,99.9354,99.9554,99.9048,99.9248,1000.0
2025-12-23 09:45:00,TSTE,99.9248,99.9448,99.8962,99.9162,1000.0
2025-12-23 09:45:00,TSTL,99.9248,99.9448,99.8962,99.9162,1000.0
2025-12-23 09:45:00,TSTW,99.9248,99.9448,99.8962,99.9162,1000.0
2025-12-23 09:46:00,TSTE,99.9162,99.9362,99.8896,99.9096,1000.0
2025-12-23 09:46:00,TSTL,99.9162,99.9362,99.8896,99.9096,1000.0
2025-12-23 09:46:00,TSTW,99.9162,99.9362,99.8896,99.9096,1000.0
2025-12-23 09:47:00,TSTE,99.9096,99.9296,99.885,99.905,1000.0
2025-12-23 09:47:00,TSTL,99.9096,99.9296,99.885,99.905,1000.0
2025-12-23 09:47:00,TSTW,99.9096,99.9296,99.885,99.905,1000.0
2025-12-23 09:48:00,TSTE,99.905,99.9249,99.8824,99.9024,1000.0
2025-12-23 09:48:00,TSTL,99.905,99.9249,99.8824,99.9024,1000.0
2025-12-23 09:48:00,TSTW,99.905,99.9249,99.8824,99.9024,1000.0
2025-12-23 09:49:00,TSTE,99.9024,99.9223,99.8818,99.9017,1000.0
2025-12-23 09:49:00,TSTL,99.9024,99.9223,99.8818,99.9017,1000.0
2025-12-23 09:49:00,TSTW,99.9024,99.9223,99.8818,99.9017,1000.0
2025-12-23 09:50:00,TSTE,99.9017,99.9231,99.8818,99.9031,1000.0
2025-12-23 09:50:00,TSTL,99.9017,99.9231,99.8818,99.9031,1000.0
2025-12-23 09:50:00,TSTW,99.9017,99.9231,99.8818,99.9031,1000.0
2025-12-23 09:51:00,TSTE,99.9031,99.9231,99.8725,99.8925,1000.0
2025-12-23 09:51:00,TSTL,99.9031,99.9231,99.8725,99.8925,1000.0
2025-12-23 09:51:00,TSTW,99.9031,99.9231,99.8725,99.8925,1000.0
2025-12-23 09:52:00,TSTE,99.8925,99.9125,99.8639,99.8839,1000.0
2025-12-23 09:52:00,TSTL,99.8925,99.9125,99.8639,99.8839,1000.0
2025-12-23 09:52:00,TSTW,99.8925,99.9125,99.8639,99.8839,1000.0
2025-12-23 09:53:00,TSTE,99.8839,99.9039,99.8573,99.8773,1000.0
2025-12-23 09:53:00,TSTL,99.8839,99.9039,99.8573,99.8773,1000.0
2025-12-23 09:53:00,TSTW,99.8839,99.9039,99.8573,99.8773,1000.0
2025-12-23 09:54:00,TSTE,99.8773,99.8973,99.8527,99.8727,1000.0
2025-12-23 09:54:00,TSTL,99.8773,99.8973,99.8527,99.8727,1000.0
2025-12-23 09:54:00,TSTW,99.8773,99.8973,99.8527,99.8727,1000.0
2025-12-23 09:55:00,TSTE,99.8727,99.8927,99.8501,99.8701,1000.0
2025-12-23 09:55:00,TSTL,99.8727,99.8927,99.8501,99.8701,1000.0
2025-12-23 09:55:00,TSTW,99.8727,99.8927,99.8501,99.8701,1000.0
2025-12-23 09:56:00,TSTE,99.8701,99.8901,99.8495,99.8695,1000.0
2025-12-23 09:56:00,TSTL,99.8701,99.8901,99.8495,99.8695,1000.0
2025-12-23 09:56:00,TSTW,99.8701,99.8901,99.8495,99.8695,1000.0
2025-12-23 09:57:00,TSTE,99.8695,99.8908,99.8495,99.8708,1000.0
2025-12-23 09:57:00,TSTL,99.8695,99.8908,99.8495,99.8708,1000.0
2025-12-23 09:57:00,TSTW,99.8695,99.8908,99.8495,99.8708,1000.0
2025-12-23 09:58:00,TSTE,99.8708,99.8908,99.8403,99.8602,1000.0
2025-12-23 09:58:00,TSTL,99.8708,99.8908,99.8403,99.8602,1000.0
2025-12-23 09:58:00,TSTW,99.8708,99.8908,99.8403,99.8602,1000.0
2025-12-23 09:59:00,TSTE,99.8602,99.8802,99.8317,99.8516,1000.0
2025-12-23 09:59:00,TSTL,99.8602,99.8802,99.8317,99.8516,1000.0
2025-12-23 09:59:00,TSTW,99.8602,99.8802,99.8317,99.8516,1000.0
2025-12-23 10:00:00,TSTE,99.8516,99.8716,99.8251,99.845,1000.0
2025-12-23 10:00:00,TSTL,99.8516,99.8716,99.8251,99.845,1000.0
2025-12-23 10:00:00,TSTW,99.8516,99.8716,99.8251,99.845,1000.0
2025-12-23 10:01:00,TSTE,99.845,99.865,99.8205,99.8404,1000.0
2025-12-23 10:01:00,TSTL,99.845,99.865,99.8205,99.8404,1000.0
2025-12-23 10:01:00,TSTW,99.845,99.865,99.8205,99.8404,1000.0
2025-12-23 10:02:00,TSTE,99.8404,99.8604,99.8178,99.8378,1000.0
2025-12-23 10:02:00,TSTL,99.8404,99.8604,99.8178,99.8378,1000.0
2025-12-23 10:02:00,TSTW,99.8404,99.8604,99.8178,99.8378,1000.0
2025-12-23 10:03:00,TSTE,99.8378,99.8578,99.8172,99.8372,1000.0
2025-12-23 10:03:00,TSTL,99.8378,99.8578,99.8172,99.8372,1000.0
2025-12-23 10:03:00,TSTW,99.8378,99.8578,99.8172,99.8372,1000.0
2025-12-23 10:04:00,TSTE,99.8372,99.8586,99.8172,99.8386,1000.0
2025-12-23 10:04:00,TSTL,99.8372,99.8586,99.8172,99.8386,1000.0
2025-12-23 10:04:00,TSTW,99.8372,99.8586,99.8172,99.8386,1000.0
2025-12-23 10:05:00,TSTE,99.8386,99.8586,99.808,99.828,1000.0
2025-12-23 10:05:00,TSTL,99.8386,99.8586,99.808,99.828,1000.0
2025-12-23 10:05:00,TSTW,99.8386,99.8586,99.808,99.828,1000.0
2025-12-23 10:06:00,TSTE,99.828,99.848,99.7994,99.8194,1000.0
2025-12-23 10:06:00,TSTL,99.828,99.848,99.7994,99.8194,1000.0
2025-12-23 10:06:00,TSTW,99.828,99.848,99.7994,99.8194,1000.0
2025-12-23 10:07:00,TSTE,99.8194,99.8394,99.7928,99.8128,1000.0
2025-12-23 10:07:00,TSTL,99.8194,99.8394,99.7928,99.8128,1000.0
2025-12-23 10:07:00,TSTW,99.8194,99.8394,99.7928,99.8128,1000.0
2025-12-23 10:08:00,TSTE,99.8128,99.8327,99.7882,99.8082,1000.0
2025-12-23 10:08:00,TSTL,99.8128,99.8327,99.7882,99.8082,1000.0
2025-12-23 10:08:00,TSTW,99.8128,99.8327,99.7882,99.8082,1000.0
2025-12-23 10:09:00,TSTE,99.8082,99.8281,99.7856,99.8056,1000.0
2025-12-23 10:09:00,TSTL,99.8082,99.8281,99.7856,99.8056,1000.0
2025-12-23 10:09:00,TSTW,99.8082,99.8281,99.7856,99.8056,1000.0
2025-12-23 10:10:00,TSTE,99.8056,99.8255,99.785,99.805,1000.0
2025-12-23 10:10:00,TSTL,99.8056,99.8255,99.785,99.805,1000.0
2025-12-23 10:10:00,TSTW,99.8056,99.8255,99.785,99.805,1000.0
2025-12-23 10:11:00,TSTE,99.805,99.8263,99.785,99.8063,1000.0
2025-12-23 10:11:00,TSTL,99.805,99.8263,99.785,99.8063,1000.0
2025-12-23 10:11:00,TSTW,99.805,99.8263,99.785,99.8063,1000.0
2025-12-23 10:12:00,TSTE,99.8063,99.8263,99.7758,99.7957,1000.0
2025-12-23 10:12:00,TSTL,99.8063,99.8263,99.7758,99.7957,1000.0
2025-12-23 10:12:00,TSTW,99.8063,99.8263,99.7758,99.7957,1000.0
2025-12-23 10:13:00,TSTE,99.7957,99.8157,99.7672,99.7871,1000.0
2025-12-23 10:13:00,TSTL,99.7957,99.8157,99.7672,99.7871,1000.0
2025-12-23 10:13:00,TSTW,99.7957,99.8157,99.7672,99.7871,1000.0
2025-12-23 10:14:00,TSTE,99.7871,99.8071,99.7606,99.7805,1000.0
2025-12-23 10:14:00,TSTL,99.7871,99.8071,99.7606,99.7805,1000.0
2025-12-23 10:14:00,TSTW,99.7871,99.8071,99.7606,99.7805,1000.0
2025-12-23 10:15:00,TSTE,99.7805,99.8005,99.756,99.7759,1000.0
2025-12-23 10:15:00,TSTL,99.7805,99.8005,99.756,99.7759,1000.0
2025-12-23 10:15:00,TSTW,99.7805,99.8005,99.756,99.7759,1000.0
2025-12-23 10:16:00,TSTE,99.7759,99.7959,99.7534,99.7733,1000.0
2025-12-23 10:16:00,TSTL,99.7759,99.7959,99.7534,99.7733,1000.0
2025-12-23 10:16:00,TSTW,99.7759,99.7959,99.7534,99.7733,1000.0
2025-12-23 10:17:00,TSTE,99.7733,99.7933,99.7528,99.7727,1000.0
2025-12-23 10:17:00,TSTL,99.7733,99.7933,99.7528,99.7727,1000.0
2025-12-23 10:17:00,TSTW,99.7733,99.7933,99.7528,99.7727,1000.0
2025-12-23 10:18:00,TSTE,99.7727,99.794,99.7528,99.7741,1000.0
