timestamp,open,high,low,close,volume
2025-01-02 09:30:00,100.05,100.45,99.65,100.05,1000
2025-01-02 09:31:00,100.02,100.42,99.62,100.02,6000
2025-01-02 09:32:00,100.07,100.47,99.67,100.07,1100
2025-01-02 09:33:00,100.04,100.44,99.64,100.04,1150
2025-01-02 09:34:00,100.09,100.49,99.69,100.09,1200
2025-01-02 09:35:00,100.06,100.46,99.66,100.06,1000
2025-01-02 09:36:00,100.11,100.51,99.71,100.11,1050
2025-01-02 09:37:00,100.08,100.48,99.68,100.08,1100
2025-01-02 09:38:00,100.13,100.53,99.73,100.13,1150
2025-01-02 09:39:00,100.1,100.5,99.7,100.1,1200
2025-01-02 09:40:00,100.15,100.55,99.75,100.15,1000
2025-01-02 09:41:00,100.12,100.52,99.72,100.12,1050
2025-01-02 09:42:00,100.17,100.57,99.77,100.17,1100
2025-01-02 09:43:00,100.14,100.54,99.74,100.14,1150
2025-01-02 09:44:00,100.19,100.59,99.79,100.19,1200
2025-01-02 09:45:00,100.16,100.56,99.76,100.16,1000
2025-01-02 09:46:00,100.21,100.61,99.81,100.21,1050
2025-01-02 09:47:00,100.18,100.58,99.78,100.18,1100
2025-01-02 09:48:00,100.23,100.63,99.83,100.23,1150
2025-01-02 09:49:00,100.2,100.6,99.8,100.2,1200
2025-01-02 09:50:00,100.25,100.65,99.85,100.25,1000
2025-01-02 09:51:00,100.22,100.62,99.82,100.22,1050
2025-01-02 09:52:00,100.27,100.67,99.87,100.27,1100
2025-01-02 09:53:00,100.24,100.64,99.84,100.24,1150
2025-01-02 09:54:00,100.29,100.69,99.89,100.29,1200
2025-01-02 09:55:00,100.26,100.66,99.86,100.26,1000
2025-01-02 09:56:00,100.31,100.71,99.91,100.31,1050
2025-01-02 09:57:00,100.28,100.68,99.88,100.28,1100
2025-01-02 09:58:00,100.33,100.73,99.93,100.33,1150
2025-01-02 09:59:00,100.3,100.7,99.9,100.3,1200
2025-01-02 10:00:00,100.35,100.75,99.95,100.35,1000
2025-01-02 10:01:00,100.32,100.72,99.92,100.32,1050
2025-01-02 10:02:00,100.37,100.77,99.97,100.37,1100
2025-01-02 10:03:00,100.34,100.74,99.94,100.34,1150
2025-01-02 10:04:00,100.39,100.79,99.99,100.39,1200
2025-01-02 10:05:00,100.36,100.76,99.96,100.36,1000
2025-01-02 10:06:00,100.41,100.81,100.01,100.41,1050
2025-01-02 10:07:00,100.38,100.78,99.98,100.38,1100
2025-01-02 10:08:00,100.43,100.83,100.03,100.43,1150
2025-01-02 10:09:00,100.4,100.8,100.0,100.4,1200
2025-01-02 10:10:00,100.45,100.85,100.05,100.45,1000
